transaction_id,company_key,company_name,date,date_iso,round_type,capital_raised_musd,post_money_musd,valuation_status,revenue_metric,revenue_musd,revenue_status,ev_revenue_x,subsector_as_supplied,screening_category_as_supplied,lead_key_investors,round_source_url,revenue_source_url,notes,transaction_type,denominator_basis,bound,in_medians,verification,growth_band,growth_pct_at_round,growth_band_basis,target_was_listed,revenue_basis,volume_metric,volume_musd,volume_period,volume_basis,ev_volume_x,funding_model,paying_users_k,revenue_period,ev_revenue_low_x,ev_revenue_high_x,display_gate,fx_ccy,fx_rate,fx_date,valuation_basis,book_value_musd,book_value_date,ev_book_x,tangible_book_musd,ev_tangible_book_x,originations_musd,originations_period,net_loan_book_musd,ev_revenue_alt_x,revenue_alt_musd,revenue_basis_alt,revenue_basis_source,basis_risk_note,valuation_pre_or_post
berkshire-grey-2023-03,berkshire-grey,Berkshire Grey,Mar-23,2023-03,Take-private (SoftBank Group),,375.0,"Disclosed (transaction value, ""approximately"")","Revenue, FY2022 (GAAP)",65.9,Disclosed (company results release),5.69,AI-powered robotic fulfilment and material-handling systems for warehouses,Commerce Enablement & Fulfilment,"SoftBank Group (acquirer, 26.9% holder before the deal)",https://www.stocktitan.net/news/BGRY/berkshire-grey-enters-into-definitive-merger-agreement-with-soft-po70iyl4n3ou.html,https://www.stocktitan.net/news/BGRY/berkshire-grey-reports-fourth-quarter-and-full-year-2022-uzxnkiofoxi3.html,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). CONTROL, TARGET WAS LISTED (Nasdaq: BGRY), DISTRESSED. Release of 24-Mar-2023 (stocktitan mirror of Business Wire): 'SoftBank will acquire all of the outstanding capital stock of the Company not currently owned by SoftBank for $1.40 per share in an all-cash transaction valued at approximately $375 million', 'a premium of approximately 24% to the closing stock price as of March 24, 2023'. Results release of 29-Mar-2023, five days later: 'Revenue of $65.9 million, an increase of 29% compared to 2021'. WHAT THE $375m IS: the merger proxy (DEFM14A of 27-Jun-2023, https://www.sec.gov/Archives/edgar/data/1824734/000114036123031699/ny20008555x8_defm14a.htm) shows 243,349,085 shares outstanding at the record date and SoftBank at 26.9% of voting power; 243.3m x $1.40 = $340.7m basic, so $375m reads as a fully diluted whole-company equity value rather than the price of the minority alone. Systems seller, not robots-as-a-service: a segment mark for warehouse robotics at 5.7x trailing revenue with a control premium on a collapsed SPAC stock.",CONTROL,DISCLOSED_ACTUAL,,1,CLAUDE_PULL_05SEP,MATURE,29,DISCLOSED,1,NET_REVENUE,,,,,,,,FY2022,,,,,,,REVENUE,,,,,,,,,,,,STATED,"GAAP product and service revenue; equity value not EV, company held cash.",UNSPECIFIED
restaurant365-2023-05,restaurant365,Restaurant365,May-23,2023-05,Growth round,135.0,1000.0,Disclosed (> threshold),Revenue (> threshold),100.0,"Disclosed (CEO quote in the release, > threshold)",10.0,"Restaurant accounting, inventory and back-office software",Vertical Software,KKR; L Catterton (co-led); ICONIQ Growth; Bessemer Venture Partners,https://www.prnewswire.com/news-releases/restaurant365-announces-135m-funding-round-co-led-by-kkr-and-l-catterton-301829458.html,https://www.prnewswire.com/news-releases/restaurant365-announces-135m-funding-round-co-led-by-kkr-and-l-catterton-301829458.html,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). HELD OUT OF MEDIANS, NEEDS A RULING: BOTH FIGURES ARE FLOORS. PR Newswire, 19-May-2023: '$135M funding round co-led by global investment firms KKR and L Catterton', the company 'surpasses $1B valuation', and the CEO: 'Having recently crossed exciting milestones of $100M in revenue and $1B in value, we can't wait for what's next.' Same sentence, same date, so the pair is honest, but a floor over a floor has no direction: 10.0x is the ratio of the two thresholds, not a bound. 'Revenue' is unspecified; the company is subscription SaaS. The May-2024 $175m round (ICONIQ) disclosed neither a valuation nor a revenue figure and is not a row.",PRIMARY,DISCLOSED_THRESHOLD,,0,CLAUDE_PULL_05SEP,,,,,ARR,,,,,,,,NOT STATED,,,,,,,REVENUE,,,,,,,,,,,,INFERRED,"CEO says ""$100M in revenue""; subscription software, taken as recurring revenue.",UNSPECIFIED
owner-2026-08,owner,Owner,Aug-26,2026-08,Series D,240.0,2300.0,Disclosed,ARR (> threshold),100.0,"Disclosed (company, > threshold)",23.0,"Websites, online ordering and marketing for independent restaurants",Vertical Software,Growth Equity at Goldman Sachs Alternatives (led); Meritech; Redpoint; Headline,https://www.prnewswire.com/news-releases/owner-raises-240m-led-by-goldman-sachs-alternatives-to-build-the-ai-native-platform-for-every-local-business-302862420.html,https://www.prnewswire.com/news-releases/owner-raises-240m-led-by-goldman-sachs-alternatives-to-build-the-ai-native-platform-for-every-local-business-302862420.html,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). PR Newswire, 28-Aug-2026: 'Owner announced it has raised $240 million and reached a $2.3 billion valuation', 'Growth Equity at Goldman Sachs Alternatives led the financing', 'Owner launched in 2020 and has surpassed $100 million in ARR'. 'Surpassed' makes the denominator a floor, so 23.0x is a CEILING. Front-of-house software for restaurants (ordering, website, marketing) rather than back office: same customer, different job. The May-2025 Series C ($120m at $1bn) carried no ARR figure and is not a row.",PRIMARY,DISCLOSED_THRESHOLD,<=,1,CLAUDE_PULL_05SEP,,,,,ARR,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,STATED,,UNSPECIFIED
auditboard-2024-05,auditboard,AuditBoard,May-24,2024-05,Acquisition by Hg,,3000.0,"Disclosed (> threshold, transaction value)",ARR (> threshold),200.0,"Disclosed (company, > threshold, late 2023)",15.0,"Audit, risk and compliance management platform",Vertical Software,Hg (buyer); Battery Ventures (largest selling institutional shareholder),https://hgcapital.com/insights/auditboard-agrees-to-be-acquired-by-hg,https://hgcapital.com/insights/auditboard-agrees-to-be-acquired-by-hg,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). CONTROL. HELD OUT OF MEDIANS, NEEDS A RULING: BOTH FIGURES ARE FLOORS. Hg announcement, 23-May-2024: 'AuditBoard has reached an agreement to be acquired in a transaction valued at over $3 billion' and 'AuditBoard announced earlier this year it had crossed a milestone of $200 million in annual recurring revenue during late 2023'. A floor over a floor has no direction, so 15.0x is the ratio of the thresholds, not a bound, and the ARR date ('late 2023') sits about six months before the deal. Later, no valuation attached: 'surpassed $300 million in annual recurring revenue' on 14-Oct-2025 (https://www.prnewswire.com/news-releases/auditboard-surpasses-300-million-in-arr-accelerates-growth-trajectory-302582638.html). Compliance-workflow software for regulated functions, the nearest disclosed mark to licensing and regulatory filing.",CONTROL,DISCLOSED_THRESHOLD,,0,CLAUDE_PULL_05SEP,,,,,ARR,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,STATED,Both figures thresholds; ARR dated late 2023 against a May-2024 deal.,UNSPECIFIED
legora-2026-04,legora,Legora,Apr-26,2026-04,Series D (extension),600.0,5600.0,Disclosed post-money,ARR (> threshold),100.0,"Disclosed (company, > threshold, 2-Apr-2026)",56.0,Agentic legal AI workspace for law firms and in-house teams,Vertical Software,"Accel (led the $550m Series D, Mar-2026); Atlassian Ventures and NVentures (extension); Benchmark; Bessemer; General Catalyst; ICONIQ; Redpoint; Y Combinator",https://legora.com/newsroom/legora-extends-series-d-with-additional-50-million-welcomes-atlassian-and-nventures-as-investors,https://legora.com/newsroom/legal-teams-adoption-of-ai-propels-legora-past-100-million-in-annual-recurring-revenue,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). Legora newsroom, 30-Apr-2026: 'a $50 million extension of its previously announced Series D financing', 'valuing the company at $5.6 billion post-money', 'bringing the total round to $600 million in equity', 'Legora recently surpassed $100 million in annual recurring revenue'. The $550m first close was on 10-Mar-2026 at $5.55bn led by Accel (TechCrunch, https://techcrunch.com/2026/03/10/legora-reaches-5-55-billion-valuation-as-ai-legaltech-boom-endures/). Legora newsroom, 2-Apr-2026: 'Going from $1 million to $100 million in ARR in 18 months'. ONE ROW FOR THE WHOLE ROUND at the extension's post-money; capital_raised is the $600m total. 'Surpassed' makes the denominator a floor, so 56.0x is a CEILING. Seat-based legal software, the same category as Harvey, which the lane already holds. Growth is DERIVED from $1m to $100m over 18 months and is off the scale of the bands.",PRIMARY,DISCLOSED_THRESHOLD,<=,1,CLAUDE_PULL_05SEP,HYPER,2000,DERIVED,,ARR,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,STATED,,POST
applied-intuition-2025-06,applied-intuition,Applied Intuition,Jun-25,2025-06,Series F plus tender offer,600.0,15000.0,Disclosed,"ARR (""about""), end of 2024",400.0,"Reported (The Information, 12-Mar-2025, sourced; read on techstartups.com)",37.5,"Vehicle intelligence: simulation, validation and autonomy software for moving machines",Design & Engineering,BlackRock-managed funds and accounts; Kleiner Perkins (co-led); Qatar Investment Authority; Abu Dhabi Investment Council; Greycroft; General Catalyst; Lux Capital; Bond,https://www.appliedintuition.com/press-releases/series-f,https://techstartups.com/2025/03/12/autonomous-vehicle-testing-startup-applied-intuition-in-talks-to-raise-funding-at-15-billion-valuation/,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). Company release, 17-Jun-2025: 'today announced it has closed a $600 million Series F fundraise and tender offer at a $15 billion valuation', 'co-led by BlackRock-managed funds and accounts and Kleiner Perkins'. The $600m mixes primary and tender with no split stated, so MIXED and capital_raised overstates primary. DENOMINATOR IS SOURCED, NOT COMPANY-STATED, AND SIX MONTHS STALE: The Information, 12-Mar-2025, as read on techstartups.com the same day: 'By the end of last year, Applied Intuition had reached about $400 million in annual recurring revenue (ARR), doubling its figure from the previous year', citing 'a source with direct knowledge'. The Information's own page (https://www.theinformation.com/articles/self-driving-software-supplier-applied-intuition-in-talks-for-funding-at-15-billion-valuation) is paywalled and only its headline was readable. On a doubling business a Dec-2024 ARR against a Jun-2025 price makes 37.5x a CEILING. Growth 100% is the 'doubling' in the same sentence. The Mar-2024 Series E ($250m at $6bn) disclosed no revenue and is not a row.",MIXED,REPORTED_CONTEMPORANEOUS,<=,1,CLAUDE_PULL_05SEP,GROWING,100,THIRD_PARTY_DATED,,ARR,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,INFERRED,"ARR reported by a named publication citing a source, not by the company; dated Dec-2024, six months before pricing.",UNSPECIFIED
vention-2026-01,vention,Vention,Jan-26,2026-01,Series D,110.0,1000.0,"Reported (> threshold, CEO to The Logic)",Annual revenue (< threshold),100.0,"Reported (< threshold, CEO to The Logic)",10.0,"AI software and hardware platform to design, program and deploy automation and robotics",Design & Engineering,Investissement Quebec; Desjardins Capital; NVentures; Fidelity Investments Canada,https://thelogic.co/news/vention-series-d-industrial-robots-quebec/,https://thelogic.co/news/vention-series-d-industrial-robots-quebec/,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). The Logic, 27-Jan-2026: 'Montreal-based Vention has raised US$110 million in new funding'; 'Vention's latest funding round increases the firm's valuation, which is over $1 billion, Lacroix said'; 'The firm's revenue is just under $100 million annually, according to Lacroix'. A floor on the valuation over a ceiling on the revenue makes 10.0x a FLOOR, so bound is >=. Currency of the valuation is not spelled out; the round is quoted in US dollars and the figure is treated as USD. Company release (https://www.prnewswire.com/news-releases/vention-raises-110m-usd-150m-cad-to-accelerate-physical-ai-deployment-across-global-manufacturing-302670544.html) carries no figures. Revenue is largely hardware and equipment orders on the platform ('orders range from $40,000 to nearly $5 million'), so this is a platform-plus-hardware hybrid, not a pure software developer platform.",PRIMARY,DISCLOSED_THRESHOLD,>=,1,CLAUDE_PULL_05SEP,,,,,GROSS_REVENUE,,,,,,,,NOT STATED,,,,,,,REVENUE,,,,,,,,,,,,INFERRED,"Revenue is mostly hardware sold through the platform; taken as product revenue, not ARR.",UNSPECIFIED
suno-2025-11,suno,Suno,Nov-25,2025-11,Series C,250.0,2450.0,Disclosed post-money,Annual revenue,200.0,"Disclosed (company to WSJ, relayed by TechCrunch)",12.25,"AI music generation app, consumer subscription",Consumer & Prosumer Software,Menlo Ventures (led); NVentures; Hallwood Media; Lightspeed; Matrix,https://techcrunch.com/2025/11/19/legally-embattled-ai-music-startup-suno-raises-at-2-45b-valuation-on-200m-revenue/,https://techcrunch.com/2025/11/19/legally-embattled-ai-music-startup-suno-raises-at-2-45b-valuation-on-200m-revenue/,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). TechCrunch, 19-Nov-2025: 'raised a $250 million Series C round at a $2.45 billion post-money valuation', 'The round was led by Menlo Ventures with participation from Nvidia's venture arm NVentures, as well as Hallwood Media, Lightspeed, and Matrix'; 'It has now hit $200 million in annual revenue, Suno told The Wall Street Journal'. 'Annual revenue' is the company's wording; for a subscription app it is read as an annualised run rate, not a closed fiscal year. Label copyright suits were live at pricing (Warner settled the same month). Cleanest consumer-subscription pair in the lane.",PRIMARY,DISCLOSED_ACTUAL,,1,CLAUDE_PULL_05SEP,,,,,ARR_RUNRATE,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,INFERRED,"Company says 'annual revenue'; period not stated, read as run rate.",POST
suno-2026-06,suno,Suno,Jun-26,2026-06,Series D,400.0,5400.0,Disclosed,ARR (27-Feb-2026),300.0,"Disclosed (CEO on LinkedIn, reported by TechCrunch)",18.0,"AI music generation app, consumer subscription",Consumer & Prosumer Software,Bond Capital (led); IVP; Forerunner; Union Square Ventures; Alkeon; Quiet; Matrix; Lightspeed; Menlo; Schroders Capital,https://techcrunch.com/2026/06/03/still-facing-copyright-lawsuits-ai-music-generator-suno-raises-another-400m/,https://techcrunch.com/2026/02/27/ai-music-generator-suno-hits-2-million-paid-subscribers-and-300m-in-annual-recurring-revenue/,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). TechCrunch, 3-Jun-2026: 'has raised a $400 million Series D round', 'valuing the company at $5.4 billion', 'led by Bond Capital'. TechCrunch, 27-Feb-2026: CEO Mikey Shulman on LinkedIn, '2 million paid subscribers' and '$300 million in annual recurring revenue'. DENOMINATOR IS THREE MONTHS OLD on a business that went from $200m (Nov-2025) to $300m (Feb-2026), so 18.0x is a CEILING. Pre/post not stated. Second round of the same company, multi-round rule A3 applies against 12.3x in Nov-2025. Paying subscribers loaded as a count: 2,000,000 PAYING_SUBSCRIBERS at 27-Feb-2026 against $5,400m is $2,700 of value per paying subscriber. Growth 406% is DERIVED from $200m to $300m over three months, annualised, and is noisy.",PRIMARY,DISCLOSED_ACTUAL,<=,1,CLAUDE_PULL_05SEP,HYPER,406,DERIVED,,ARR,PAYING_SUBSCRIBERS,2.0,At 27-Feb-2026,PAYING_SUBSCRIBERS,2700.0,,2000,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,STATED,,UNSPECIFIED
framer-2025-08,framer,Framer,Aug-25,2025-08,Series D,100.0,2000.0,Disclosed,ARR,50.0,Disclosed (CEO to TechCrunch),40.0,"No-code website builder, prosumer and small-business subscription",Consumer & Prosumer Software,Meritech; Atomico (co-led),https://techcrunch.com/2025/08/28/no-code-website-builder-framer-reaches-2b-valuation/,https://techcrunch.com/2025/08/28/no-code-website-builder-framer-reaches-2b-valuation/,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). TechCrunch, 28-Aug-2025: 'reached a $2 billion valuation', 'raising a $100 million Series D funding round', 'led by existing investors Meritech and Atomico'; 'the company reached $50 million in annual recurring revenue this year, and aims to cross the $100 million threshold next year'; CEO Koen Bok: 'We've been break-even for the past year'. Figures are the CEO's to TechCrunch; no company release with numbers. Buyer is designers and small businesses, prosumer to SMB. Pre/post not stated.",PRIMARY,DISCLOSED_ACTUAL,,1,CLAUDE_PULL_05SEP,,,,,ARR,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,STATED,,UNSPECIFIED
genspark-2025-11,genspark,Genspark,Nov-25,2025-11,Series B,275.0,1250.0,Disclosed post-money,Annualized run rate (> threshold),50.0,"Disclosed (investor release, > threshold, milestone reached within five months of launch)",25.0,"Agentic AI workspace for knowledge workers, prosumer subscription",Consumer & Prosumer Software,Emergence Capital Partners (led); SBI Investment; LG Technology Ventures; Pavilion Capital; Uphonest Capital; Lanchi Ventures,https://www.prnewswire.com/news-releases/lanchi-ventures-backed-genspark-raises-275m-series-b-launches-ai-workspace-to-put-busywork-on-autopilot-302622111.html,https://www.prnewswire.com/news-releases/lanchi-ventures-backed-genspark-raises-275m-series-b-launches-ai-workspace-to-put-busywork-on-autopilot-302622111.html,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). PR Newswire, 20-Nov-2025, issued by investor Lanchi Ventures: 'Genspark today announced it has closed an oversubscribed $275 million Series B financing round at a $1.25 billion post-money valuation'; 'breaking $50 million in annualized run rate within five months'. The run rate is a milestone crossed months before the round, so the denominator is a floor and 25.0x is a CEILING, likely a loose one. The release is the investor's, not the company's.",PRIMARY,DISCLOSED_THRESHOLD,<=,1,CLAUDE_PULL_05SEP,,,,,ARR_RUNRATE,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,STATED,Run-rate milestone dated before the round; ceiling is loose.,POST
mercor-2025-02,mercor,Mercor,Feb-25,2025-02,Series B,100.0,2000.0,Disclosed,ARR (latest month x 12),75.0,Disclosed (company to TechCrunch),26.67,"AI-vetted expert labour marketplace for AI labs, hourly finder fee",Freelance & Services Marketplace,Felicis (led); Benchmark; General Catalyst; DST Global; Menlo Ventures,https://techcrunch.com/2025/02/20/mercor-an-ai-recruiting-startup-founded-by-21-year-olds-raises-100m-at-2b-valuation/,https://techcrunch.com/2025/02/20/mercor-an-ai-recruiting-startup-founded-by-21-year-olds-raises-100m-at-2b-valuation/,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). TechCrunch, 20-Feb-2025: 'has raised $100 million in a Series B round', 'valuing Mercor at $2 billion, eight times its previous valuation', 'Felicis led the round'; '$75 million ARR', 'calculated by multiplying its latest monthly revenue by 12'; revenue 'by charging hourly finders' fees to its clients'; the platform 'automates resume screening and candidate matching, and offers AI-powered interviews and payroll management'. GROSS BASIS: the CEO later confirmed (TechCrunch, 9-Sep-2025) that Mercor's revenue 'includes the total amount that customers pay Mercor for services before its contractors receive their portion', so 26.7x is on gross billings, not net take (rulebook B3). Pre/post not stated.",PRIMARY,DISCLOSED_ACTUAL,,1,CLAUDE_PULL_05SEP,,,,,GROSS_REVENUE,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,STATED,"ARR is gross of contractor pay, stated by the CEO in Sep-2025.",UNSPECIFIED
mercor-2025-10,mercor,Mercor,Oct-25,2025-10,Series C,350.0,10000.0,Disclosed,"Annualized run-rate revenue (> threshold, 9-Sep-2025)",450.0,"Disclosed (CEO to TechCrunch, > threshold, seven weeks before the round)",22.22,"AI-vetted expert labour marketplace for AI labs, hourly finder fee",Freelance & Services Marketplace,Felicis (led); Benchmark; General Catalyst; Robinhood Ventures,https://www.mercor.com/blog/series-c/,https://techcrunch.com/2025/09/09/sources-ai-training-startup-mercor-eyes-10b-valuation-on-450m-run-rate/,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). Mercor's own post, 27-Oct-2025: '$350 million Series C funding, led by Felicis with participation from Benchmark, General Catalyst, and Robinhood Ventures', 'This round values Mercor at $10 billion, 5x our Series B valuation'. TechCrunch, 9-Sep-2025: 'Mercor is approaching $450 million in annualized run-rate revenue, one person said' and the CEO 'said the company's ARR is higher than $450 million', clarifying that 'the company's revenue includes the total amount that customers pay Mercor for services before its contractors receive their portion'. The round article itself (https://techcrunch.com/2025/10/27/mercor-quintuples-valuation-to-10b-with-350m-series-c/) carries only a projection, 'on track to hit $500 million in ARR', so the hard figure is the CEO's floor seven weeks earlier: 22.2x is a CEILING on GROSS billings. Second round of the same company, multi-round rule A3 applies against 26.7x in Feb-2025. Growth is DERIVED from $75m (Feb-2025) to >$450m (Sep-2025), off the scale of the bands.",PRIMARY,DISCLOSED_THRESHOLD,<=,1,CLAUDE_PULL_05SEP,HYPER,2000,DERIVED,,GROSS_REVENUE,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,STATED,"Gross of contractor pay, CEO-stated.",UNSPECIFIED
micro1-2025-09,micro1,Micro1,Sep-25,2025-09,Series A,35.0,500.0,Disclosed,ARR,50.0,Disclosed (company to TechCrunch),10.0,"AI recruiter that screens contractors for AI labs, managed labour marketplace",Freelance & Services Marketplace,01 Advisors (led),https://techcrunch.com/2025/09/12/micro1-a-competitor-to-scale-ai-raises-funds-at-500m-valuation/,https://techcrunch.com/2025/09/12/micro1-a-competitor-to-scale-ai-raises-funds-at-500m-valuation/,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). TechCrunch, 12-Sep-2025: 'has raised a $35 million Series A funding round' that 'values the company at $500 million', 'led by 01 Advisors'; 'Micro1 is now generating $50 million in annual recurring revenue (ARR), up from $7 million at the start of 2025'; it 'helps AI companies find and manage human contractors for data labeling and training' and built 'Zara', an AI recruiter that interviews and vets applicants. LIKELY GROSS: TechCrunch in Aug-2026 described Micro1's later figures as a 'gross annual run rate' of which 'Micro1 retains roughly 60% to 70%'; the Sep-2025 page does not say, so basis is INFERRED as gross. Dec-2025 milestone with no valuation attached: 'surpassed $100 million in ARR' (https://techcrunch.com/2025/12/04/micro1-a-scale-ai-competitor-touts-crossing-100m-arr/). Growth is DERIVED from $7m to $50m in about eight months, off the scale of the bands. Pre/post not stated.",PRIMARY,DISCLOSED_ACTUAL,,1,CLAUDE_PULL_05SEP,HYPER,1500,DERIVED,,GROSS_REVENUE,,,,,,,,RUN_RATE,,,,,,,REVENUE,,,,,,,,,,,,INFERRED,ARR likely gross of contractor pay (later TechCrunch coverage); not stated on the round page.,UNSPECIFIED
sapiens-2025-08,sapiens,Sapiens International,Aug-25,2025-08,Take-private (Advent International),,2500.0,"Disclosed (transaction value, ""approximately"")","Total revenue, LTM to 30-Jun-2025 (GAAP, filed)",549.1,"Disclosed (SEC filings, 6-K)",4.55,"Insurance software for carriers (policy, billing, claims)",Insurance Technology,Advent International (acquirer),https://www.sec.gov/Archives/edgar/data/885740/000121390025075257/ea025288001ex99-1_sapiens.htm,https://www.sec.gov/Archives/edgar/data/885740/000121390025075274/ea025222801ex99-1_sapiens.htm,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). CONTROL, TARGET WAS LISTED (Nasdaq and TASE: SPNS). Named in the work order of 4-Sep as a control transaction for the insurance-software lanes (evergrove, insurf, florin, denta). Sapiens release of 13-Aug-2025, filed on Form 6-K: 'Sapiens shareholders will receive $43.50 per common share in cash' and 'Transaction values Sapiens at approximately $2.5 billion.' No revenue in the deal release. DENOMINATOR IS LTM BUILT FROM THREE FILED FIGURES, arithmetic shown: FY2024 revenue $542.4m (Q4-2024 release, 6-K of 18-Feb-2025, https://www.sec.gov/Archives/edgar/data/885740/000121390025014549/ea023133701ex99-1_sapiens.htm) plus six months to 30-Jun-2025 $277.7m less six months to 30-Jun-2024 $271.0m (Q2-2025 release, 6-K of 13-Aug-2025, the revenue URL, income statement in thousands: 277,707 and 271,049) = $549.1m. The Q2 release was filed the same day as the deal, so the denominator is at-pricing. Growth 5.4% is the FY2024 rate stated in the Q4-2024 release. Equity value, not EV. A control premium travels with this row (B6).",CONTROL,DISCLOSED_ACTUAL,,1,CLAUDE_PULL_05SEP,MATURE,5.4,DISCLOSED,1,NET_REVENUE,,,,,,,,LTM,,,,,,,REVENUE,,,,,,,,,,,,STATED,GAAP revenue of a software and services vendor; net by construction.,UNSPECIFIED
accolade-2025-01,accolade,Accolade,Jan-25,2025-01,Acquisition by Transcarent,,621.0,"Disclosed (transaction value, ""approximately"")","Total revenue, LTM to 30-Nov-2024 (GAAP, filed)",446.73,"Disclosed (SEC filings, 10-Q and 8-K)",1.39,Payer- and employer-facing care navigation and advocacy,Insurance Technology,Transcarent (acquirer),https://www.sec.gov/Archives/edgar/data/1481646/000114036125000544/ny20041213x1_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/1481646/000148164625000006/accd-20241130.htm,"Sourced and verified by Claude 05-Sep-2026 against the URL in this row (docs/prompts/work-order-claude-4sep.md). CONTROL, TARGET WAS LISTED (Nasdaq: ACCD). Named in the work order of 4-Sep as a control transaction for the payer-facing lanes (insurf, evergrove). Accolade release of 8-Jan-2025, filed on Form 8-K: '$7.03 per share in cash', transaction value 'approximately $621M'; completed April 2025. No revenue in the deal release. DENOMINATOR IS LTM BUILT FROM THREE FILED FIGURES, arithmetic shown: FY2024 (year to 29-Feb-2024) revenue $414.3m (Q4 FY2024 earnings release, 8-K of 25-Apr-2024, https://www.sec.gov/Archives/edgar/data/1481646/000148164624000018/accd-20240425xexx991earnin.htm) plus nine months to 30-Nov-2024 $321.887m less nine months to 30-Nov-2023 $289.461m (10-Q for the quarter ended 30-Nov-2024, filed 10-Jan-2025, the revenue URL) = $446.7m. The 10-Q was filed two days after the deal and covers the last closed quarter before it. Growth 14% is the FY2024 rate in the Q4 FY2024 release ('$414.3 ... $363.1 ... 14%'); the nine-month rate is 11.2% by arithmetic. Equity value, not EV; a 1.4x mark on a loss-making care-navigation business bought by a private acquirer. A control premium travels with this row (B6).",CONTROL,DISCLOSED_ACTUAL,,1,CLAUDE_PULL_05SEP,MATURE,14,DISCLOSED,1,NET_REVENUE,,,,,,,,LTM,,,,,,,REVENUE,,,,,,,,,,,,STATED,Access fees and usage-based fees paid by employers and health plans; net by construction.,UNSPECIFIED
