source_file,transaction_id,company_key,company_name,date_iso,round_type,revenue_metric,revenue_musd,revenue_basis,revenue_period,ev_revenue_x,revenue_source_url,growth_pct_at_round,growth_band,growth_band_basis,growth_source_url,growth_quote,not_found_reason,growth_arithmetic,growth_source_date,growth_measure_seen,growth_is_floor,seen_not_loaded,flags,notes
private-rounds.csv,n26-2021-10,n26,N26,2021-10,,Annual revenue,200.000,GROSS_REVENUE,LTM,45.00,https://n26.com/en-eu/press/press-release/n26-raises-more-than-900-million,22,MATURE,DISCLOSED,https://n26.com/en-eu/press/press-release/n26-group-increases-revenue-and-operating-margins-in-2020,"Total gross income amounted to EUR EUR112.4 million in financial year 2020, a 22% increase over 2019",,,2022-02,Total gross income,no,"N26 later restated FY2020 gross income upward. Its FY2021 release says ""Gross revenue grew by 50.3% to EUR 182.4 million (FY-20: EUR 121.3 million)"", so the FY2020 base moved from EUR112.4m to EUR121.3m. N26 never republished a restated FY2019, so FY2020 growth cannot be recomputed on the restated base. Also in the FY2020 release and not used: net interest and commission income +26.9%, net interest income +59.1%, net commission income +20.6%, transaction volume +57% (a volume measure).","THE ROW'S REVENUE FIGURE DOES NOT MATCH THE PERIOD IT CLAIMS: the row holds $200.0m of gross revenue on an LTM basis for an October 2021 round, which the file reads as FY2020. N26's own FY2020 gross income was EUR112.4m, roughly $128m. EUR182.4m of FY2021 gross revenue, roughly $215m, is much closer to the $200m the row holds. If the row is really FY2021-weighted then the matching disclosed rate is 50.3 per cent, not 22. Loading 22 keeps the growth on the same period the row claims and leaves the level for the basis audit.","The row's source URL 404s; the working English path is the en-eu one above, published 3 February 2022, with the identical German release at n26.com/de-de/presse/pressemitteilung/n26-gibt-finanzergebnisse-fuer-2020-bekannt-umsatz-und-operative-gewinnmarge-gesteigert. Finance Forward's January 2022 piece reports N26 Bank GmbH single-entity figures on a different scope and was not used."
private-rounds.csv,notion-2026-01,notion,Notion,2026-01,Employee tender / secondary,ARR (> threshold),600.0,ARR,RUN_RATE,18.3,https://www.forbes.com/sites/annatong/2025/12/15/notion-kicks-off-employee-share-sale-at-11-billion-valuation-as-ai-accelerates-its-growth/,,,,,,"No company statement and no filing gives a Notion ARR growth rate. Notion's own round post of 26 January 2026 (notion.com/blog/gic-sequoia-index-purchase-notion-shares) says ""In 2025, Notion's growth rate accelerated on the back of AI adoption within our platform"" with no number, and its only percentage is a mix statistic (""more than 50% of our ARR came from AI-enabled customers""). The row's Forbes source of 15 December 2025 returns 403 on every route. The only rate available is a Sacra estimate, and Sacra contradicts itself: sacra.com/c/notion/ says 52.5 per cent for 2025 and ""+53% YoY"", while sacra.com/research/notion-at-865m-year-growing-82-yoy/ says the same July 2026 ARR was ""up 82% year-over-year"". Under the ruling that Sacra is accepted where nothing better exists, a source that disagrees with itself is not a source.",,,,,"Sacra 52.5% (2025) and 82% (July 2026) for the same series. CNBC of 18 September 2025 quotes Kothari saying ""We're doubling this year and likely going to double the sales team next year"", where the antecedent of the first ""doubling"" is ambiguous and CNBC 403s. arr.club and getlatka carry ARR points but pair them across 18 months.",,
private-rounds.csv,vercel-2024-05,vercel,Vercel,2024-05,Series E,Annual revenue,100.0,ARR_RUNRATE,RUN_RATE,32.5,https://www.streetinsider.com/Reuters/Exclusive-Vercel+completes+$250+million+Series+E+round+at+$3.25+billion+valuation/23238755.html,,,,,,"No primary source gives Vercel ARR twelve months before the round. The only pairing available is from Contrary Research, a secondary aggregator, which states ""By June 2023, the company had $50 million in revenue"" and ""In March 2024, Vercel surpassed $100 million in ARR"", with no footnote for either figure and across a nine-month window on two different measures. Not loaded. Every round source (StreetInsider/Reuters, SiliconANGLE, Crunchbase News) gives the $100m level only, and Vercel's own blog carries no funding or revenue post.",,,,,"Contrary Research: $50m revenue June 2023 and over $100m ARR March 2024, which would give a floor of 100 per cent over nine months. Sacra jumps from 2021 to 2025 with nothing in between.",,
private-rounds.csv,cohere-2023-06,cohere,Cohere,2023-06,,Annual revenue / ARR proxy,22.000,ARR,RUN_RATE,95.45,https://techcrunch.com/2023/06/08/ai-startup-cohere-now-valued-at-over-2-1b-raises-270m/,,,,,,"Cohere published no revenue in June 2023 and the row's own TechCrunch source contains no revenue figure at all. The earliest sourced revenue figures that exist anywhere are both after the round: TechCrunch of 22 July 2024 says ""At the end of March, Cohere was generating $35 million in annualized revenue with a customer base of hundreds of companies, up from around $13 million at the end of 2023."" There is no pre-round level to derive from.",,,,,"$13m annualized at end-2023 and $35m at end-March 2024 (TechCrunch, July 2024). Sacra's earliest Cohere point is 2024.","THE ROW'S OWN REVENUE FIGURE LOOKS MIS-DATED: the row prices June 2023 on $22.0m of ARR at 95.5x. The only sourced figures put Cohere at about $13m annualized at the END of 2023 and $35m at end-March 2024, so $22m at June 2023 sits above a later figure. Wikipedia says ""In March 2024, it was reported that Cohere had an annualized revenue run rate of $22 million"", which appears to misstate the TechCrunch article it cites. For the basis audit.",
private-rounds.csv,masterclass-2021-05,masterclass,MasterClass,2021-05,Series F,REVENUE,100.0,GROSS_REVENUE,LTM,27.5,https://forgeglobal.com/masterclass_stock/,,,,,,"No credible source states MasterClass 2020 revenue or its growth over 2019. The round coverage gives a cherry-picked weekly comparison only: CNBC of 13 May 2021 quotes the CEO saying ""some weeks saw a tenfold increase from the same week a year ago"", and Variety carries the same anecdote. The Information has the underlying reporting and is paywalled.",,,,,"A 2019/2020 pair of $44.5m and $88.9m circulates on Grokipedia and several statistics blogs and would give a tidy 100 per cent. The citation chain runs Grokipedia to SignHouse to Growjo, which is an algorithmic revenue estimator, not a reported figure. Rejected, and worth blacklisting because it will resurface. Contrary Research gives a 2021 to 2022 ARR pair, which is the wrong period.",,
private-rounds.csv,mercor-2025-02,mercor,Mercor,2025-02,Series B,ARR (latest month x 12),75.0,GROSS_REVENUE,RUN_RATE,26.67,https://techcrunch.com/2025/02/20/mercor-an-ai-recruiting-startup-founded-by-21-year-olds-raises-100m-at-2b-valuation/,,,,,,"No source states a Mercor ARR or revenue figure for any month in the first half of 2024, so there is nothing to set the February 2025 level against, and no source states a year-on-year rate. The round coverage gives a month-on-month rate and the level only: TechCrunch, ""Last September, the startup was growing 50% month-over-month, with an annual revenue run rate ... in the tens of millions"", and Mercor's own Series B post, ""Mercor is two years old and growing more than 51% month over month.""",,,,,"A Substack newsletter (ainativegtm) states ""6,400% year-over-year growth"" without naming which two dates it spans, and its implied base does not reconcile with the $75m level. Not used. Contrary Research jumps from ""$1 million in annualized revenue"" in early 2023 to ""tens of millions"" in September 2024.",,
private-rounds.csv,qonto-2022-01,qonto,Qonto,2022-01,,Annualized revenue,120.000,ARR_RUNRATE,RUN_RATE,41.67,https://qonto.com/en/blog/qonto/inside-qonto/series-d,,,,,,"Qonto did not disclose a revenue or ARR growth rate at the Series D, and its French filings keep revenue confidential. Both the company and the trade press give a two-year multiple only: Qonto's own Series D post says it quadrupled revenue outside France over two years, and Tech.eu of 11 January 2022 says Qonto ""has been steadily quadrupling its revenue numbers over the past two years"". A two-year multiple is not a year-on-year rate and turning one into the other would be an inference. Pappers shows OLINDA SAS (SIREN 819 489 626) filing accounts for 2021 to 2025 with revenue not disclosed.",,,,,"Two-year quadrupling (Qonto and Tech.eu). Contrary Research gives 30 per cent for 2024 and an estimated EUR159m for 2023, both the wrong years.",,
private-rounds.csv,voodoo-2021-08,voodoo,Voodoo,2021-08,Strategic minority investment,REVENUE,336.9,GROSS_REVENUE,LTM,5.05,"https://www.calcalistech.com/ctech/articles/0,7340,L-3918697,00.html",,,,,,"No readable, dated source gives Voodoo 2020 revenue on the same basis as its 2019 figure, and none states a 2020-over-2019 rate. French statutory filings via Pappers and Societe.com show accounts only to FY2016 (EUR1,129,400), with later accounts filed confidentially. GBL's 2021 annual report carries the stake, the market value, 300 million monthly active players and 230+ games, but no revenue line.",,,,,"2019 revenue of EUR360m appears in two places (a translation of French coverage published days before the round, and an August 2020 Substack analysis giving EUR325m for 2018 and EUR360m for 2019 at +10.9 per cent). No 2020 figure to pair with it.","THE ROW'S OWN REVENUE FIGURE RECONCILES WITH NOTHING: the row holds $336.9m for 2020 and its source says only ""reportedly registered revenue of $400 million in 2020"". Voodoo's 2019 revenue was EUR360m, about $403m at 2019 rates, which would mean revenue fell. Wikipedia states ""In total in 2020, Voodoo saw revenues of EUR380 million"" and cites a Les Echos article dated 1 September 2019, which cannot contain a 2020 figure, so that number is unsupported and anything sourced from it should be treated as unsupported too. For the basis audit.",
private-rounds.csv,restaurant365-2023-05,restaurant365,Restaurant365,2023-05,Growth round,Revenue (> threshold),100.0,ARR,NOT STATED,10.0,https://www.prnewswire.com/news-releases/restaurant365-announces-135m-funding-round-co-led-by-kkr-and-l-catterton-301829458.html,,,,,,"No source states or supports a year-on-year rate, and no 2022 level exists to derive one from. The company's own release says only ""Having recently crossed exciting milestones of $100M in revenue and $1B in value""; every other growth phrase in it is unquantified. The company sitemap was enumerated and the only other releases are earlier rounds and the May 2024 round, none carrying a revenue or growth figure. Sacra has no Restaurant365 page.",,,,,Nothing on the right measure or period.,"THE BASIS LABEL DOES NOT MATCH ANY SOURCE: the row is labelled $100m ARR. Every source read, the company's own release included, says ""revenue"" and never ""ARR""; the Orange County Business Journal says ""annual revenue"". Already on the flags list from 9 September and now confirmed against the full set of sources.",
private-rounds.csv,pleo-2021-12,pleo,Pleo,2021-12,,ARR,100.000,ARR,RUN_RATE,47.00,https://www.pleo.io/en/blog/series-c-extension,,,,,,"No ARR or revenue growth figure exists near December 2021. The live round announcement (blog.pleo.io/en/series-c-extension, 8 December 2021, the working path for the row's dead URL) contains no mention of ARR, revenue or growth: its only metrics are customer counts and the valuation. TechCrunch of the same day gives customer counts only. The Danish filings do not help either: Pleo Technologies A/S (CVR 36538686) reports a revenue line only from FY2022 (DKK 131.4m), and for FY2021 and earlier reports gross profit, a different measure. Pleo Holding ApS is a holding entity with no revenue.",,,,,"Pleo's press page starts quantified growth at FY23. Sacra gives a 65 per cent CAGR from 2020 to 2025, a five-year rate, not a year-on-year one.","Worth knowing for the basis audit: the DKK 131.4m of FY2022 revenue in the A/S accounts is roughly $18m, far below the $100m ARR the row prices on, so the filing entity captures only part of group revenue.",
private-rounds-consumer.csv,klaviyo-2021-05,klaviyo,Klaviyo,2021-05,Series D,FY2021 revenue (forward),290.6,NET_REVENUE,LTM,32.6,,,,,,,"No page states Klaviyo revenue or ARR for 2019 or 2020, so neither FY2021-over-FY2020 nor FY2020-over-FY2019 can be built. The S-1/A of August 2023 states ""We grew our revenue 62.7% year-over-year, from $290.6 million in 2021 to $472.7 million in 2022"" and carries no 2020 figure, because Klaviyo filed as an emerging growth company with two years of statements. The May 2021 round release quantifies growth only in paying customers (""Klaviyo's customer base doubled over the past 12 months and the company now serves over 70,000 paying customers, a more than 110% increase from 2019"") and headcount.",,,,,"FY2022 growth of 62.7 per cent, the year after the one the row prices. Customer growth of 110 per cent and a doubling of headcount, both counts.",,
private-rounds.csv,stripe-2023-03,stripe,Stripe,2023-03,,Net revenue,4100.000,NET_REVENUE,LTM,12.20,https://techcrunch.com/2023/03/15/stripe-raises-6-5b-at-a-50b-valuation/,,,,,,"No page states Stripe 2022 net revenue or its growth over 2021, and the row's $4.1bn could not be corroborated anywhere. Stripe's own 2022 annual letter contains no revenue line at all: its only top-line number is ""Collectively, businesses built on Stripe processed more than $817 billion in total volume in 2022, up 26% from the prior year."" The only 2022 figure that exists is gross revenue of $14.4bn at +20 per cent (The Information, relayed by Cautious Optimism), which is a different measure from the net revenue the row prices on.",,,,,"2021 net revenue of about $2.5bn at +56 per cent (Forbes, relayed), the right measure but the wrong year. 2022 gross revenue $14.4bn at +20 per cent. An inferred ""around $3 billion"" of 2022 net revenue, which is the writer's own arithmetic and 27 per cent below the row's $4.1bn.","STRIPE PRICES ON A FIGURE THAT HAS NO SOURCE. Stripe has never published a net revenue figure in any annual letter, and the TechCrunch article the row cites carries no revenue figure at all. See the Stripe note in the write-up: this is one row of a three-row problem.",
private-rounds.csv,stripe-2024-02,stripe,Stripe,2024-02,,Net revenue,5600.000,NET_REVENUE,LTM,11.61,https://techcrunch.com/2024/02/28/fintech-giant-stripe-valuation-spikes-65b-employee-stock-sale/,,,,,,"No page states Stripe 2023 net revenue or its annual growth. Stripe's 2023 annual letter, published 13 March 2024, was read in full and contains no revenue figure: every top-line number is payment volume (""passed the milestone of $1 trillion in total payment volume in 2023, up 25% from the prior year""), and its only revenue-shaped figure is a product-level projection for the Revenue and Finance Automation suite. The TechCrunch article the row cites carries no revenue figure either.",,,,,"Net revenue of roughly $1bn in Q3 2023 at about +35 per cent (The Information of 21 December 2023, read only on a secondary site), which is a single quarter and implies FY2023 near $4bn rather than $5.6bn. FY2024 revenue of $5.1bn at +28 per cent (The Information via Axios, 27 March 2025), which back-implies FY2023 of about $3.98bn.","THE SAME $5.6bn SITS ON TWO ROUNDS A YEAR APART (stripe-2024-02 and stripe-2025-02) WITH THE SAME SOURCE URL, AND IT MATCHES NO YEAR. The Information's $5.1bn for 2024 at +28 per cent implies 2023 was about $4.0bn, so re-labelling $5.6bn from 2023 to 2024 does not repair it either. See the Stripe note in the write-up.",
private-rounds-consumer.csv,skims-2025-11,skims,SKIMS,2025-11,Equity financing,FY2025E net sales,1000.0,NET_REVENUE,NTM,5.0,,,,,,,"No source anywhere states a SKIMS 2024 net sales figure, so neither 2025-over-2024 nor 2024-over-2023 can be stated or derived. The public record skips 2024. The round release from Goldman Sachs Asset Management gives the projection only (""The brand is expected to exceed $1 billion in net sales in 2025, just six years after its inception.""), with no prior-year comparator.",,,,,"Fortune of 12 November 2025 gives two inconsistent 2023 figures in one article, ""about $750 million in sales in 2023, up from $500 million in 2022"" and ""nearly $713 million in net sales"", and a three-year multiple. Sacra gives a 37 per cent CAGR from 2022 to 2024, a two-year smoothed rate; back-solving 2024 from it would be inference.",,
private-rounds.csv,suno-2025-11,suno,Suno,2025-11,Series C,Annual revenue,200.0,ARR_RUNRATE,RUN_RATE,12.25,https://techcrunch.com/2025/11/19/legally-embattled-ai-music-startup-suno-raises-at-2-45b-valuation-on-200m-revenue/,,,,,,"No credible source states a Suno growth rate at the November 2025 round. The two contemporaneous articles give the level only: TechCrunch of 19 November 2025, ""It has now hit $200 million in annual revenue, Suno told The Wall Street Journal."" Sacra's figure was checked directly under the ruling that Sacra is accepted where nothing better exists, and it cannot be used: its table stamps the 404.4 per cent growth rate as 2025 and the $300m revenue as 2026, and its prose sentence is self-contradictory, saying $300m in February 2026 is ""up 404% year-over-year from ~$227M at the end of 2025"", which is 32 per cent, not 404. A figure that disagrees with itself in one sentence is not a source.",,,,,"Sacra: 404.4% (table, labelled 2025) and the contradictory prose above. Music Business Worldwide of 20 October 2025, citing Bloomberg, says Suno was ""generating more than $100 million in annual recurring revenue"" one month before the $200m figure, which does not reconcile with either.",,
